Month and Year,Month,Year,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,,
Mar-21,March,2021,Female,65+ years,341,622,150,117,64,62,8,58,"1,422",,
Mar-21,March,2021,Female,All Females,"15,020","20,629","8,035","4,730","4,141","1,506","1,077","2,167","57,163",,
Mar-21,March,2021,Male,0?4 years,"1,298","1,166",788,300,324,54,89,148,"4,164",,
Mar-21,March,2021,Male,5?9 years,"1,042","1,126",672,243,247,54,75,164,"3,615",,
Mar-21,March,2021,Male,10?14 years,881,913,519,275,228,32,56,155,"3,058",,
Mar-21,March,2021,Male,15?17 years,769,581,358,157,158,48,54,87,"2,207",,
Mar-21,March,2021,Male,18?19 years,596,507,234,103,141,66,37,39,"1,717",,
Mar-21,March,2021,Male,20?24 years,"1,065","1,027",400,161,257,127,54,63,"3,151",,
Mar-21,March,2021,Male,25?29 years,511,881,280,140,151,98,50,53,"2,155",,
Mar-21,March,2021,Male,30?34 years,508,942,339,125,175,91,60,63,"2,296",,
Mar-21,March,2021,Male,35?39 years,639,"1,065",428,183,217,110,70,89,"2,791",,
Mar-21,March,2021,Male,40?44 years,648,"1,068",392,192,175,116,68,86,"2,738",,
Mar-21,March,2021,Male,45?49 years,686,959,372,165,178,113,70,82,"2,614",,
Mar-21,March,2021,Male,50?54 years,543,749,287,161,140,77,45,114,"2,110",,
Mar-21,March,2021,Male,55?59 years,375,508,214,122,84,69,38,86,"1,492",,
Mar-21,March,2021,Male,60?64 years,220,310,108,80,53,38,20,55,884,,
Mar-21,March,2021,Male,65+ years,292,474,130,85,67,59,31,75,"1,211",,
Mar-21,March,2021,Male,All Males,"10,073","12,276","5,521","2,492","2,595","1,152",817,"1,359","36,203",,
Mar-21,March,2021,Total,0?4 years,"2,532","2,332","1,550",618,594,103,175,286,"8,181",,
Mar-21,March,2021,Total,5?9 years,"1,989","2,206","1,283",466,486,101,158,296,"6,974",,
Mar-21,March,2021,Total,10?14 years,"1,941","1,851","1,061",487,450,79,117,333,"6,311",,
Mar-21,March,2021,Total,15?17 years,"1,883","1,348",843,404,440,153,121,199,"5,385",,
Mar-21,March,2021,Total,18?19 years,"1,638","1,327",641,317,381,177,96,135,"4,701",,
Mar-21,March,2021,Total,20?24 years,"3,155","3,179","1,330",650,840,337,189,277,"9,934",,
Mar-21,March,2021,Total,25?29 years,"1,859","3,190","1,079",656,556,280,156,253,"7,998",,
Mar-21,March,2021,Total,30?34 years,"1,806","3,486","1,155",705,680,271,197,281,"8,548",,
Mar-21,March,2021,Total,35?39 years,"1,910","3,481","1,198",744,653,264,190,340,"8,748",,
Mar-21,March,2021,Total,40?44 years,"1,720","3,109","1,013",645,528,232,156,253,"7,634",,
Mar-21,March,2021,Total,45?49 years,"1,585","2,570",875,480,411,212,133,238,"6,485",,
Mar-21,March,2021,Total,50?54 years,"1,175","1,871",623,406,305,155,76,227,"4,829",,
Mar-21,March,2021,Total,55?59 years,790,"1,152",396,266,177,111,61,170,"3,116",,
Mar-21,March,2021,Total,60?64 years,477,707,229,176,104,62,30,105,"1,889",,
Mar-21,March,2021,Total,65+ years,633,"1,096",280,202,131,121,39,133,"2,633",,
Mar-21,March,2021,Total,All Ages,"25,093","32,905","13,556","7,222","6,736","2,658","1,894","3,526","93,366",,
Feb-21,February,2021,Female,0?4 years,"1,167","1,164",729,291,232,49,89,150,"3,865",,
Feb-21,February,2021,Female,5?9 years,900,"1,071",608,220,224,44,83,140,"3,287",,
Feb-21,February,2021,Female,10?14 years,"1,001",924,519,192,212,46,58,177,"3,125",,
Feb-21,February,2021,Female,15?17 years,"1,095",768,459,237,268,110,65,106,"3,103",,
Feb-21,February,2021,Female,18?19 years,991,800,394,201,212,114,52,97,"2,855",,
Feb-21,February,2021,Female,20?24 years,"2,025","2,103",879,453,570,214,132,210,"6,569",,
Feb-21,February,2021,Female,25?29 years,"1,333","2,226",770,457,398,167,105,201,"5,633",,
Feb-21,February,2021,Female,30?34 years,"1,278","2,465",770,504,465,172,133,220,"5,981",,
Feb-21,February,2021,Female,35?39 years,"1,244","2,374",730,501,414,148,118,217,"5,727",,
Feb-21,February,2021,Female,40?44 years,"1,037","1,990",585,418,331,106,95,157,"4,702",,
Feb-21,February,2021,Female,45?49 years,886,"1,529",485,285,223,103,66,143,"3,707",,
Feb-21,February,2021,Female,50?54 years,621,"1,099",323,225,153,68,34,103,"2,620",,
Feb-21,February,2021,Female,55?59 years,393,660,185,138,91,43,26,77,"1,610",,
Feb-21,February,2021,Female,60?64 years,242,403,110,87,45,30,10,51,977,,
Feb-21,February,2021,Female,65+ years,317,596,140,103,54,55,13,55,"1,332",,
Feb-21,February,2021,Female,All Females,"14,530","20,172","7,686","4,312","3,892","1,469","1,079","2,104","55,093",,
Feb-21,February,2021,Male,0?4 years,"1,280","1,177",756,259,304,53,94,163,"4,080",,
Feb-21,February,2021,Male,5?9 years,997,"1,094",619,250,201,50,75,153,"3,430",,
Feb-21,February,2021,Male,10?14 years,862,917,496,234,180,39,59,154,"2,938",,
Feb-21,February,2021,Male,15?17 years,707,576,324,146,160,57,51,74,"2,091",,
Feb-21,February,2021,Male,18?19 years,583,501,237,97,148,59,37,38,"1,697",,
Feb-21,February,2021,Male,20?24 years,"1,055","1,078",384,155,268,120,56,54,"3,163",,
Feb-21,February,2021,Male,25?29 years,493,829,273,115,157,88,56,40,"2,044",,
Feb-21,February,2021,Male,30?34 years,476,951,314,123,164,89,57,39,"2,206",,
Feb-21,February,2021,Male,35?39 years,643,"1,044",421,164,211,110,61,67,"2,712",,
Feb-21,February,2021,Male,40?44 years,657,"1,063",377,177,177,119,65,71,"2,699",,
Feb-21,February,2021,Male,45?49 years,676,997,375,166,161,115,66,69,"2,619",,
Feb-21,February,2021,Male,50?54 years,529,714,280,170,135,72,47,99,"2,039",,
Feb-21,February,2021,Male,55?59 years,337,500,201,109,86,68,39,70,"1,408",,
Feb-21,February,2021,Male,60?64 years,225,313,110,62,47,37,22,52,865,,
Feb-21,February,2021,Male,65+ years,271,473,136,85,68,55,28,65,"1,180",,
Feb-21,February,2021,Male,All Males,"9,791","12,227","5,303","2,312","2,467","1,131",813,"1,208","35,171",,
Feb-21,February,2021,Total,0?4 years,"2,447","2,341","1,485",550,536,102,183,313,"7,945",,
Feb-21,February,2021,Total,5?9 years,"1,897","2,165","1,227",470,425,94,158,293,"6,717",,
Feb-21,February,2021,Total,10?14 years,"1,863","1,841","1,015",426,392,85,117,331,"6,063",,
Feb-21,February,2021,Total,15?17 years,"1,802","1,344",783,383,428,167,116,180,"5,194",,
Feb-21,February,2021,Total,18?19 years,"1,574","1,301",631,298,360,173,89,135,"4,552",,
Feb-21,February,2021,Total,20?24 years,"3,080","3,181","1,263",608,838,334,188,264,"9,732",,
Feb-21,February,2021,Total,25?29 years,"1,826","3,055","1,043",572,555,255,161,241,"7,677",,
Feb-21,February,2021,Total,30?34 years,"1,754","3,416","1,084",627,629,261,190,259,"8,187",,
Feb-21,February,2021,Total,35?39 years,"1,887","3,418","1,151",665,625,258,179,284,"8,439",,
Feb-21,February,2021,Total,40?44 years,"1,694","3,053",962,595,508,225,160,228,"7,401",,
Feb-21,February,2021,Total,45?49 years,"1,562","2,526",860,451,384,218,132,212,"6,326",,
Feb-21,February,2021,Total,50?54 years,"1,150","1,813",603,395,288,140,81,202,"4,659",,
Feb-21,February,2021,Total,55?59 years,730,"1,160",386,247,177,111,65,147,"3,018",,
Feb-21,February,2021,Total,60?64 years,467,716,220,149,92,67,32,103,"1,842",,
Feb-21,February,2021,Total,65+ years,588,"1,069",276,188,122,110,41,120,"2,512",,
Feb-21,February,2021,Total,All Ages,"24,321","32,399","12,989","6,624","6,359","2,600","1,892","3,312","90,264",,
Jan-21,January,2021,Female,0?4 years,"1,087","1,142",685,312,223,55,97,151,"3,745",,
Jan-21,January,2021,Female,5?9 years,835,"1,069",583,223,197,43,80,161,"3,188",,
Jan-21,January,2021,Female,10?14 years,914,890,490,199,182,44,62,187,"2,964",,
Jan-21,January,2021,Female,15?17 years,"1,008",751,464,217,234,97,65,128,"2,960",,
Jan-21,January,2021,Female,18?19 years,977,783,389,216,207,121,53,110,"2,853",,
Jan-21,January,2021,Female,20?24 years,"1,959","2,128",869,460,512,205,132,202,"6,449",,
Jan-21,January,2021,Female,25?29 years,"1,266","2,207",757,454,375,160,104,191,"5,497",,
Jan-21,January,2021,Female,30?34 years,"1,223","2,319",734,505,450,154,124,205,"5,690",,
Jan-21,January,2021,Female,35?39 years,"1,164","2,305",684,522,411,149,111,225,"5,554",,
Jan-21,January,2021,Female,40?44 years,"1,002","1,901",567,404,306,86,92,158,"4,500",,
Jan-21,January,2021,Female,45?49 years,858,"1,492",466,308,216,100,65,155,"3,653",,
Jan-21,January,2021,Female,50?54 years,595,"1,050",291,202,142,59,30,99,"2,461",,
Jan-21,January,2021,Female,55?59 years,374,640,169,128,86,44,22,75,"1,534",,
Jan-21,January,2021,Female,60?64 years,219,374,116,98,44,26,7,54,936,,
Jan-21,January,2021,Female,65+ years,302,587,118,101,45,49,12,52,"1,266",,
Jan-21,January,2021,Female,All Females,"13,783","19,638","7,382","4,349","3,630","1,392","1,056","2,153","53,250",,
Jan-21,January,2021,Male,0?4 years,"1,220","1,157",769,304,276,50,98,160,"4,028",,
Jan-21,January,2021,Male,5?9 years,947,"1,044",601,277,189,58,76,158,"3,343",,
Jan-21,January,2021,Male,10?14 years,797,885,491,218,165,44,54,167,"2,818",,
Jan-21,January,2021,Male,15?17 years,670,560,290,123,151,55,49,79,"1,976",,
Jan-21,January,2021,Male,18?19 years,551,481,236,95,139,65,35,45,"1,645",,
Jan-21,January,2021,Male,20?24 years,"1,028","1,068",373,174,249,120,57,62,"3,127",,
Jan-21,January,2021,Male,25?29 years,472,851,265,117,133,89,47,49,"2,016",,
Jan-21,January,2021,Male,30?34 years,476,993,299,125,170,89,56,44,"2,244",,
Jan-21,January,2021,Male,35?39 years,605,"1,047",387,178,209,105,58,80,"2,663",,
Jan-21,January,2021,Male,40?44 years,619,"1,041",395,173,181,126,65,86,"2,677",,
Jan-21,January,2021,Male,45?49 years,627,"1,037",370,167,162,108,67,70,"2,602",,
Jan-21,January,2021,Male,50?54 years,515,728,284,155,120,85,52,87,"2,019",,
Jan-21,January,2021,Male,55?59 years,324,500,192,114,84,63,36,69,"1,381",,
Jan-21,January,2021,Male,60?64 years,198,302,105,67,40,40,18,51,820,,
Jan-21,January,2021,Male,65+ years,245,465,138,94,63,48,27,64,"1,143",,
Jan-21,January,2021,Male,All Males,"9,294","12,159","5,195","2,381","2,331","1,145",795,"1,271","34,502",,
Jan-21,January,2021,Total,0?4 years,"2,307","2,299","1,454",616,499,105,195,311,"7,773",,
Jan-21,January,2021,Total,5?9 years,"1,782","2,113","1,184",500,386,101,156,319,"6,531",,
Jan-21,January,2021,Total,10?14 years,"1,711","1,775",981,417,347,88,116,354,"5,782",,
Jan-21,January,2021,Total,15?17 years,"1,678","1,311",754,340,385,152,114,207,"4,936",,
Jan-21,January,2021,Total,18?19 years,"1,528","1,264",625,311,346,186,88,155,"4,498",,
Jan-21,January,2021,Total,20?24 years,"2,987","3,196","1,242",634,761,325,189,264,"9,576",,
Jan-21,January,2021,Total,25?29 years,"1,738","3,058","1,022",571,508,249,151,240,"7,513",,
Jan-21,January,2021,Total,30?34 years,"1,699","3,312","1,033",630,620,243,180,249,"7,934",,
Jan-21,January,2021,Total,35?39 years,"1,769","3,352","1,071",700,620,254,169,305,"8,217",,
Jan-21,January,2021,Total,40?44 years,"1,621","2,942",962,577,487,212,157,244,"7,177",,
Jan-21,January,2021,Total,45?49 years,"1,485","2,529",836,475,378,208,132,225,"6,255",,
Jan-21,January,2021,Total,50?54 years,"1,110","1,778",575,357,262,144,82,186,"4,480",,
Jan-21,January,2021,Total,55?59 years,698,"1,140",361,242,170,107,58,144,"2,915",,
Jan-21,January,2021,Total,60?64 years,417,676,221,165,84,66,25,105,"1,756",,
Jan-21,January,2021,Total,65+ years,547,"1,052",256,195,108,97,39,116,"2,409",,
Jan-21,January,2021,Total,All Ages,"23,077","31,797","12,577","6,730","5,961","2,537","1,851","3,424","87,752",,
Dec-20,December,2020,Female,0?4 years,"1,117","1,162",676,311,246,49,91,141,"3,786",,
Dec-20,December,2020,Female,5?9 years,830,"1,069",574,235,205,46,78,160,"3,193",,
Dec-20,December,2020,Female,10?14 years,919,870,497,225,206,45,61,183,"3,003",,
Dec-20,December,2020,Female,15?17 years,"1,053",767,451,246,251,91,68,108,"3,031",,
Dec-20,December,2020,Female,18?19 years,993,820,392,207,216,114,58,108,"2,907",,
Dec-20,December,2020,Female,20?24 years,"1,971","2,134",820,450,533,206,137,215,"6,451",,
Dec-20,December,2020,Female,25?29 years,"1,254","2,227",724,442,404,157,104,197,"5,492",,
Dec-20,December,2020,Female,30?34 years,"1,243","2,401",687,488,464,157,125,202,"5,740",,
Dec-20,December,2020,Female,35?39 years,"1,146","2,372",694,472,416,153,112,210,"5,556",,
Dec-20,December,2020,Female,40?44 years,979,"1,937",589,378,301,71,77,153,"4,474",,
Dec-20,December,2020,Female,45?49 years,864,"1,557",441,287,227,95,51,134,"3,650",,
Dec-20,December,2020,Female,50?54 years,597,"1,069",295,214,148,59,31,92,"2,497",,
Dec-20,December,2020,Female,55?59 years,375,679,160,127,89,42,19,72,"1,561",,
Dec-20,December,2020,Female,60?64 years,227,394,109,77,51,31,10,46,944,,
Dec-20,December,2020,Female,65+ years,305,622,110,101,52,53,9,48,"1,300",,
Dec-20,December,2020,Female,All Females,"13,873","20,080","7,219","4,260","3,809","1,369","1,031","2,069","53,585",,
Dec-20,December,2020,Male,0?4 years,"1,224","1,141",763,294,312,51,93,165,"4,040",,
Dec-20,December,2020,Male,5?9 years,941,"1,084",609,255,220,57,71,146,"3,375",,
Dec-20,December,2020,Male,10?14 years,837,886,482,239,178,47,57,163,"2,887",,
Dec-20,December,2020,Male,15?17 years,636,586,294,120,162,56,52,72,"1,978",,
Dec-20,December,2020,Male,18?19 years,553,491,225,102,130,66,34,41,"1,639",,
Dec-20,December,2020,Male,20?24 years,"1,014","1,098",362,166,259,129,61,57,"3,146",,
Dec-20,December,2020,Male,25?29 years,470,879,260,123,141,91,46,51,"2,056",,
Dec-20,December,2020,Male,30?34 years,454,"1,040",282,130,175,86,53,58,"2,274",,
Dec-20,December,2020,Male,35?39 years,620,"1,128",392,174,224,112,58,69,"2,770",,
Dec-20,December,2020,Male,40?44 years,611,"1,085",368,171,188,115,60,75,"2,666",,
Dec-20,December,2020,Male,45?49 years,645,"1,099",374,146,174,102,66,64,"2,663",,
Dec-20,December,2020,Male,50?54 years,536,764,265,144,119,80,51,80,"2,031",,
Dec-20,December,2020,Male,55?59 years,321,519,191,108,91,62,32,68,"1,392",,
Dec-20,December,2020,Male,60?64 years,214,275,101,60,48,41,18,44,799,,
Dec-20,December,2020,Male,65+ years,252,466,137,91,55,46,28,52,"1,127",,
Dec-20,December,2020,Male,All Males,"9,328","12,541","5,105","2,323","2,476","1,141",780,"1,205","34,843",,
Dec-20,December,2020,Total,0?4 years,"2,341","2,303","1,439",605,558,100,184,306,"7,826",,
Dec-20,December,2020,Total,5?9 years,"1,771","2,153","1,183",490,425,103,149,306,"6,568",,
Dec-20,December,2020,Total,10?14 years,"1,756","1,756",979,464,384,92,118,346,"5,890",,
Dec-20,December,2020,Total,15?17 years,"1,689","1,353",745,366,413,147,120,180,"5,009",,
Dec-20,December,2020,Total,18?19 years,"1,546","1,311",617,309,346,180,92,149,"4,546",,
Dec-20,December,2020,Total,20?24 years,"2,985","3,232","1,182",616,792,335,198,272,"9,597",,
Dec-20,December,2020,Total,25?29 years,"1,724","3,106",984,565,545,248,150,248,"7,548",,
Dec-20,December,2020,Total,30?34 years,"1,697","3,441",969,618,639,243,178,260,"8,014",,
Dec-20,December,2020,Total,35?39 years,"1,766","3,500","1,086",646,640,265,170,279,"8,326",,
Dec-20,December,2020,Total,40?44 years,"1,590","3,022",957,549,489,186,137,228,"7,140",,
Dec-20,December,2020,Total,45?49 years,"1,509","2,656",815,433,401,197,117,198,"6,313",,
Dec-20,December,2020,Total,50?54 years,"1,133","1,833",560,358,267,139,82,172,"4,528",,
Dec-20,December,2020,Total,55?59 years,696,"1,198",351,235,180,104,51,140,"2,953",,
Dec-20,December,2020,Total,60?64 years,441,669,210,137,99,72,28,90,"1,743",,
Dec-20,December,2020,Total,65+ years,557,"1,088",247,192,107,99,37,100,"2,427",,
Dec-20,December,2020,Total,All Ages,"23,201","32,621","12,324","6,583","6,285","2,510","1,811","3,274","88,428",,
Nov-20,November,2020,Female,0?4 years,"1,186","1,162",684,277,279,55,92,152,"3,881",,
Nov-20,November,2020,Female,5?9 years,896,"1,066",619,209,202,45,80,156,"3,267",,
Nov-20,November,2020,Female,10?14 years,917,897,519,219,175,54,64,182,"3,025",,
Nov-20,November,2020,Female,15?17 years,"1,064",763,479,267,250,102,79,131,"3,130",,
Nov-20,November,2020,Female,18?19 years,"1,038",837,416,214,232,111,67,105,"3,017",,
Nov-20,November,2020,Female,20?24 years,"2,029","2,224",832,425,553,201,142,234,"6,631",,
Nov-20,November,2020,Female,25?29 years,"1,277","2,326",748,455,398,148,118,205,"5,661",,
Nov-20,November,2020,Female,30?34 years,"1,298","2,457",747,472,481,167,123,203,"5,926",,
Nov-20,November,2020,Female,35?39 years,"1,206","2,449",745,490,402,153,108,216,"5,752",,
Nov-20,November,2020,Female,40?44 years,"1,034","1,966",604,377,301,72,78,158,"4,577",,
Nov-20,November,2020,Female,45?49 years,880,"1,533",446,307,232,95,49,133,"3,669",,
Nov-20,November,2020,Female,50?54 years,622,"1,063",303,212,147,61,33,88,"2,526",,
Nov-20,November,2020,Female,55?59 years,354,667,176,136,81,41,19,79,"1,553",,
Nov-20,November,2020,Female,60?64 years,250,399,119,85,53,25,9,49,986,,
Nov-20,November,2020,Female,65+ years,302,631,114,103,51,51,9,47,"1,308",,
Nov-20,November,2020,Female,All Females,"14,353","20,440","7,551","4,248","3,837","1,381","1,070","2,138","54,909",,
Nov-20,November,2020,Male,0?4 years,"1,238","1,144",751,275,297,52,97,177,"4,028",,
Nov-20,November,2020,Male,5?9 years,962,"1,095",639,232,220,57,68,153,"3,422",,
Nov-20,November,2020,Male,10?14 years,893,887,491,232,186,42,57,171,"2,958",,
Nov-20,November,2020,Male,15?17 years,678,586,322,126,173,56,49,75,"2,064",,
Nov-20,November,2020,Male,18?19 years,591,528,263,105,141,70,34,48,"1,774",,
Nov-20,November,2020,Male,20?24 years,"1,094","1,138",357,180,264,122,62,63,"3,277",,
Nov-20,November,2020,Male,25?29 years,476,973,275,123,138,103,46,49,"2,179",,
Nov-20,November,2020,Male,30?34 years,485,"1,108",311,146,177,77,57,55,"2,409",,
Nov-20,November,2020,Male,35?39 years,629,"1,270",403,185,223,105,59,69,"2,939",,
Nov-20,November,2020,Male,40?44 years,660,"1,186",390,176,196,116,63,79,"2,862",,
Nov-20,November,2020,Male,45?49 years,684,"1,101",377,170,184,103,67,55,"2,740",,
Nov-20,November,2020,Male,50?54 years,557,795,283,173,124,79,50,85,"2,142",,
Nov-20,November,2020,Male,55?59 years,334,532,191,111,102,63,33,65,"1,428",,
Nov-20,November,2020,Male,60?64 years,213,305,116,73,44,39,22,42,853,,
Nov-20,November,2020,Male,65+ years,261,487,132,98,52,43,22,48,"1,143",,
Nov-20,November,2020,Male,All Males,"9,755","13,135","5,301","2,405","2,521","1,127",786,"1,234","36,218",,
Nov-20,November,2020,Total,0?4 years,"2,424","2,306","1,435",552,576,107,189,329,"7,909",,
Nov-20,November,2020,Total,5?9 years,"1,858","2,161","1,258",441,422,102,148,309,"6,689",,
Nov-20,November,2020,Total,10?14 years,"1,810","1,784","1,010",451,361,96,121,353,"5,983",,
Nov-20,November,2020,Total,15?17 years,"1,742","1,349",801,393,423,158,128,206,"5,194",,
Nov-20,November,2020,Total,18?19 years,"1,629","1,365",679,319,373,181,101,153,"4,791",,
Nov-20,November,2020,Total,20?24 years,"3,123","3,362","1,189",605,817,323,204,297,"9,908",,
Nov-20,November,2020,Total,25?29 years,"1,753","3,299","1,023",578,536,251,164,254,"7,840",,
Nov-20,November,2020,Total,30?34 years,"1,783","3,565","1,058",618,658,244,180,258,"8,335",,
Nov-20,November,2020,Total,35?39 years,"1,835","3,719","1,148",675,625,258,167,285,"8,691",,
Nov-20,November,2020,Total,40?44 years,"1,694","3,152",994,553,497,188,141,237,"7,439",,
Nov-20,November,2020,Total,45?49 years,"1,564","2,634",823,477,416,198,116,188,"6,409",,
Nov-20,November,2020,Total,50?54 years,"1,179","1,858",586,385,271,140,83,173,"4,668",,
Nov-20,November,2020,Total,55?59 years,688,"1,199",367,247,183,104,52,144,"2,981",,
Nov-20,November,2020,Total,60?64 years,463,704,235,158,97,64,31,91,"1,839",,
Nov-20,November,2020,Total,65+ years,563,"1,118",246,201,103,94,31,95,"2,451",,
Nov-20,November,2020,Total,All Ages,"24,108","33,575","12,852","6,653","6,358","2,508","1,856","3,372","91,127",,
Oct-20,October,2020,Female,0?4 years,"1,170","1,193",664,277,287,43,90,134,"3,854",,
Oct-20,October,2020,Female,5?9 years,875,"1,065",604,209,205,43,81,137,"3,216",,
Oct-20,October,2020,Female,10?14 years,861,898,534,216,189,53,63,182,"2,993",,
Oct-20,October,2020,Female,15?17 years,"1,036",785,470,269,271,100,72,117,"3,112",,
Oct-20,October,2020,Female,18?19 years,"1,017",855,407,198,245,108,69,103,"2,995",,
Oct-20,October,2020,Female,20?24 years,"2,030","2,239",840,449,594,209,135,213,"6,694",,
