Month and Year,Month,Year,Sex,Client Group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,
Apr-23,April,2023,Male,Number of clients accommodated in short-term/emergency accommodation,959,"1,669","1,747",552,198,259,125,148,"5,653",
Apr-23,April,2023,Male,Number of clients who are homeless,"4,855","6,303","3,757","1,307","1,437",680,386,617,"19,314",
Apr-23,April,2023,Male,Number of clients who are at risk of homelessness,"3,858","5,733","2,307",985,"1,208",436,376,300,"15,179",
Apr-23,April,2023,Total,Number of Indigenous clients,"7,347","4,135","5,321","3,172","1,757",450,347,"2,528","25,007",
Apr-23,April,2023,Total,Number of clients who have experienced family and domestic violence,"7,855","12,874","4,150","3,328","1,525",517,662,"1,036","31,917",
Apr-23,April,2023,Total,Number of clients with a current mental health issue,"7,947","9,463","3,557","1,883","1,774","1,114",745,289,"26,737",
Apr-23,April,2023,Total,Number of clients with problematic drug or alcohol issues,"1,694","2,742",857,739,417,222,219,176,"7,061",
Apr-23,April,2023,Total,Number of clients financially assisted with payments for short term/emergency accommodation,166,"1,675",733,71,68,60,80,27,"2,877",
Apr-23,April,2023,Total,Number of nights in short-term/emergency accommodation,"46,767","56,358","99,202","21,758","8,733","10,599","9,499","5,187","258,103",
Apr-23,April,2023,Total,Number of clients accommodated in short-term/emergency accommodation,"2,269","3,690","4,176","1,592",499,548,369,559,"13,694",
Apr-23,April,2023,Total,Number of clients who are homeless,"11,419","13,923","8,632","3,191","3,255","1,545",971,"1,381","44,233",
Apr-23,April,2023,Total,Number of clients who are at risk of homelessness,"10,944","15,569","6,387","3,638","3,350",958,861,"1,205","42,851",
Mar-23,March,2023,Female,Number of Indigenous clients,"4,967","2,726","3,571","2,317","1,099",265,218,"1,743","16,863",
Mar-23,March,2023,Female,Number of clients who have experienced family and domestic violence,"6,455","9,932","3,328","2,785","1,320",435,531,965,"25,708",
Mar-23,March,2023,Female,Number of clients with a current mental health issue,"5,459","6,051","2,435","1,379","1,221",714,465,185,"17,898",
Mar-23,March,2023,Female,Number of clients with problematic drug or alcohol issues,896,"1,286",477,487,176,79,125,89,"3,613",
Mar-23,March,2023,Female,Number of clients financially assisted with payments for short term/emergency accommodation,144,"1,081",615,81,59,49,56,38,"2,120",
Mar-23,March,2023,Female,Number of nights in short-term/emergency accommodation,"29,309","33,769","60,384","14,023","5,055","5,858","6,501","3,359","158,258",
Mar-23,March,2023,Female,Number of clients accommodated in short-term/emergency accommodation,"1,434","2,152","2,561","1,161",339,305,244,488,"8,679",
Mar-23,March,2023,Female,Number of clients who are homeless,"6,872","7,926","5,136","2,009","1,855",933,605,849,"26,114",
Mar-23,March,2023,Female,Number of clients who are at risk of homelessness,"7,693","10,435","4,330","2,779","2,332",538,500,935,"29,501",
Mar-23,March,2023,Male,Number of Indigenous clients,"3,045","1,672","2,177","1,069",687,177,141,843,"9,790",
Mar-23,March,2023,Male,Number of clients who have experienced family and domestic violence,"2,106","3,356","1,186",747,335,133,179,220,"8,255",
Mar-23,March,2023,Male,Number of clients with a current mental health issue,"2,929","4,029","1,414",565,666,490,312,128,"10,512",
Mar-23,March,2023,Male,Number of clients with problematic drug or alcohol issues,875,"1,658",473,319,270,155,105,90,"3,942",
Mar-23,March,2023,Male,Number of clients financially assisted with payments for short term/emergency accommodation,74,907,178,14,30,18,17,5,"1,241",
Mar-23,March,2023,Male,Number of nights in short-term/emergency accommodation,"19,593","24,538","45,093","9,270","3,650","5,546","3,197","1,925","112,812",
Mar-23,March,2023,Male,Number of clients accommodated in short-term/emergency accommodation,"1,020","1,874","1,880",646,226,284,127,157,"6,207",
Mar-23,March,2023,Male,Number of clients who are homeless,"5,128","6,591","3,920","1,343","1,443",753,402,640,"20,170",
Mar-23,March,2023,Male,Number of clients who are at risk of homelessness,"4,217","6,049","2,474","1,088","1,313",414,399,312,"16,239",
Mar-23,March,2023,Total,Number of Indigenous clients,"8,012","4,398","5,748","3,386","1,786",442,359,"2,586","26,653",
Mar-23,March,2023,Total,Number of clients who have experienced family and domestic violence,"8,561","13,288","4,514","3,532","1,655",568,710,"1,185","33,963",
Mar-23,March,2023,Total,Number of clients with a current mental health issue,"8,388","10,080","3,849","1,944","1,887","1,204",777,313,"28,410",
Mar-23,March,2023,Total,Number of clients with problematic drug or alcohol issues,"1,771","2,944",950,806,446,234,230,179,"7,555",
Mar-23,March,2023,Total,Number of clients financially assisted with payments for short term/emergency accommodation,218,"1,988",793,95,89,67,73,43,"3,361",
Mar-23,March,2023,Total,Number of nights in short-term/emergency accommodation,"48,902","58,307","105,477","23,293","8,705","11,404","9,698","5,284","271,070",
Mar-23,March,2023,Total,Number of clients accommodated in short-term/emergency accommodation,"2,454","4,026","4,441","1,807",565,589,371,645,"14,886",
Mar-23,March,2023,Total,Number of clients who are homeless,"12,000","14,517","9,056","3,352","3,298","1,686","1,007","1,489","46,284",
Mar-23,March,2023,Total,Number of clients who are at risk of homelessness,"11,910","16,484","6,804","3,867","3,645",952,899,"1,247","45,740",
Feb-23,February,2023,Female,Number of Indigenous clients,"4,763","2,649","3,535","2,226","1,116",251,227,"1,701","16,423",
Feb-23,February,2023,Female,Number of clients who have experienced family and domestic violence,"6,218","9,759","3,157","2,633","1,344",437,533,935,"24,957",
Feb-23,February,2023,Female,Number of clients with a current mental health issue,"5,214","5,924","2,297","1,279","1,190",684,465,181,"17,213",
Feb-23,February,2023,Female,Number of clients with problematic drug or alcohol issues,850,"1,232",425,497,181,85,112,103,"3,484",
Feb-23,February,2023,Female,Number of clients financially assisted with payments for short term/emergency accommodation,119,"1,044",592,71,72,43,45,28,"2,014",
Feb-23,February,2023,Female,Number of nights in short-term/emergency accommodation,"26,771","30,572","53,937","12,364","4,397","4,970","5,726","3,116","141,853",
Feb-23,February,2023,Female,Number of clients accommodated in short-term/emergency accommodation,"1,357","2,106","2,502","1,081",283,277,224,476,"8,303",
Feb-23,February,2023,Female,Number of clients who are homeless,"6,670","7,883","5,114","1,942","1,905",912,600,788,"25,744",
Feb-23,February,2023,Female,Number of clients who are at risk of homelessness,"7,326","10,138","4,074","2,625","2,227",515,512,961,"28,336",
Feb-23,February,2023,Male,Number of Indigenous clients,"2,984","1,644","2,152","1,038",657,168,137,820,"9,582",
Feb-23,February,2023,Male,Number of clients who have experienced family and domestic violence,"2,097","3,249","1,127",701,319,147,185,216,"8,029",
Feb-23,February,2023,Male,Number of clients with a current mental health issue,"2,838","3,892","1,313",559,691,485,301,134,"10,199",
Feb-23,February,2023,Male,Number of clients with problematic drug or alcohol issues,862,"1,604",444,363,271,145,115,92,"3,891",
Feb-23,February,2023,Male,Number of clients financially assisted with payments for short term/emergency accommodation,68,901,184,7,28,16,10,1,"1,214",
Feb-23,February,2023,Male,Number of nights in short-term/emergency accommodation,"18,512","22,339","40,902","8,856","2,814","4,411","2,511","1,691","102,036",
Feb-23,February,2023,Male,Number of clients accommodated in short-term/emergency accommodation,979,"1,774","1,861",630,176,275,110,152,"5,949",
Feb-23,February,2023,Male,Number of clients who are homeless,"4,989","6,647","3,815","1,325","1,460",702,377,630,"19,894",
Feb-23,February,2023,Male,Number of clients who are at risk of homelessness,"4,136","5,845","2,384","1,027","1,271",416,388,346,"15,792",
Feb-23,February,2023,Total,Number of Indigenous clients,"7,747","4,293","5,687","3,264","1,773",419,364,"2,521","26,005",
Feb-23,February,2023,Total,Number of clients who have experienced family and domestic violence,"8,315","13,008","4,284","3,334","1,663",584,718,"1,151","32,986",
Feb-23,February,2023,Total,Number of clients with a current mental health issue,"8,052","9,816","3,610","1,838","1,881","1,169",766,315,"27,412",
Feb-23,February,2023,Total,Number of clients with problematic drug or alcohol issues,"1,712","2,836",869,860,452,230,227,195,"7,375",
Feb-23,February,2023,Total,Number of clients financially assisted with payments for short term/emergency accommodation,187,"1,945",776,78,100,59,55,29,"3,228",
Feb-23,February,2023,Total,Number of nights in short-term/emergency accommodation,"45,283","52,911","94,839","21,220","7,211","9,381","8,237","4,807","243,889",
Feb-23,February,2023,Total,Number of clients accommodated in short-term/emergency accommodation,"2,336","3,880","4,363","1,711",459,552,334,628,"14,252",
Feb-23,February,2023,Total,Number of clients who are homeless,"11,659","14,530","8,929","3,267","3,365","1,614",977,"1,418","45,638",
Feb-23,February,2023,Total,Number of clients who are at risk of homelessness,"11,462","15,983","6,458","3,652","3,498",931,900,"1,307","44,128",
Jan-23,January,2023,Female,Number of Indigenous clients,"4,551","2,601","3,383","2,085","1,099",252,226,"1,711","15,865",
Jan-23,January,2023,Female,Number of clients who have experienced family and domestic violence,"5,926","9,430","3,138","2,552","1,312",434,558,967,"24,259",
Jan-23,January,2023,Female,Number of clients with a current mental health issue,"5,078","5,727","2,343","1,234","1,173",704,459,179,"16,882",
Jan-23,January,2023,Female,Number of clients with problematic drug or alcohol issues,813,"1,220",444,430,193,91,115,96,"3,400",
Jan-23,January,2023,Female,Number of clients financially assisted with payments for short term/emergency accommodation,121,"1,053",453,67,64,42,26,29,"1,852",
Jan-23,January,2023,Female,Number of nights in short-term/emergency accommodation,"27,929","33,946","58,478","14,124","4,726","5,648","5,892","3,776","154,519",
Jan-23,January,2023,Female,Number of clients accommodated in short-term/emergency accommodation,"1,354","2,120","2,540","1,002",278,300,235,542,"8,362",
Jan-23,January,2023,Female,Number of clients who are homeless,"6,543","7,706","4,924","1,879","1,844",924,614,812,"25,170",
Jan-23,January,2023,Female,Number of clients who are at risk of homelessness,"6,826","9,653","4,038","2,480","2,218",519,518,955,"27,161",
Jan-23,January,2023,Male,Number of Indigenous clients,"2,933","1,587","2,029",948,656,151,146,815,"9,243",
Jan-23,January,2023,Male,Number of clients who have experienced family and domestic violence,"2,030","3,203","1,132",680,306,129,204,223,"7,900",
Jan-23,January,2023,Male,Number of clients with a current mental health issue,"2,765","3,933","1,377",518,666,490,297,125,"10,155",
Jan-23,January,2023,Male,Number of clients with problematic drug or alcohol issues,787,"1,617",432,318,258,139,106,88,"3,744",
Jan-23,January,2023,Male,Number of clients financially assisted with payments for short term/emergency accommodation,72,902,163,2,18,23,5,0,"1,184",
Jan-23,January,2023,Male,Number of nights in short-term/emergency accommodation,"19,516","24,692","44,068","9,730","2,849","4,733","2,534","2,154","110,276",
Jan-23,January,2023,Male,Number of clients accommodated in short-term/emergency accommodation,974,"1,891","1,905",584,152,260,112,171,"6,041",
Jan-23,January,2023,Male,Number of clients who are homeless,"4,935","6,466","3,738","1,299","1,386",661,402,659,"19,486",
Jan-23,January,2023,Male,Number of clients who are at risk of homelessness,"3,875","5,859","2,301",899,"1,236",426,396,336,"15,302",
Jan-23,January,2023,Total,Number of Indigenous clients,"7,484","4,188","5,412","3,033","1,755",403,372,"2,526","25,108",
Jan-23,January,2023,Total,Number of clients who have experienced family and domestic violence,"7,956","12,633","4,270","3,232","1,618",563,762,"1,190","32,159",
Jan-23,January,2023,Total,Number of clients with a current mental health issue,"7,843","9,660","3,720","1,752","1,839","1,194",756,304,"27,037",
Jan-23,January,2023,Total,Number of clients with problematic drug or alcohol issues,"1,600","2,837",876,748,451,230,221,184,"7,144",
Jan-23,January,2023,Total,Number of clients financially assisted with payments for short term/emergency accommodation,193,"1,955",616,69,82,65,31,29,"3,036",
Jan-23,January,2023,Total,Number of nights in short-term/emergency accommodation,"47,445","58,638","102,546","23,854","7,575","10,381","8,426","5,930","264,795",
Jan-23,January,2023,Total,Number of clients accommodated in short-term/emergency accommodation,"2,328","4,011","4,445","1,586",430,560,347,713,"14,403",
Jan-23,January,2023,Total,Number of clients who are homeless,"11,478","14,172","8,662","3,178","3,230","1,585","1,016","1,471","44,656",
Jan-23,January,2023,Total,Number of clients who are at risk of homelessness,"10,701","15,512","6,339","3,379","3,454",945,914,"1,291","42,463",
Dec-22,December,2022,Female,Number of Indigenous clients,"4,458","2,521","3,092","2,114","1,057",262,224,"1,700","15,388",
Dec-22,December,2022,Female,Number of clients who have experienced family and domestic violence,"5,660","9,369","2,976","2,515","1,191",435,550,951,"23,616",
