Month and Year,Month,Year,Sex,Group,Reason for seeking assistance,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
Mar-25,March,2025,Female,Interpersonal,Relationship/family breakdown,"3,710","3,062","2,339","1,292",485,340,454,182,"11,848"
Mar-25,March,2025,Female,Interpersonal,Family and domestic violence,"6,359","10,645","4,024","2,963","1,176",384,524,928,"26,945"
Mar-25,March,2025,Female,Interpersonal,Non-family violence,303,368,200,95,35,36,32,32,"1,101"
Mar-25,March,2025,Female,Health,Health,"3,421","3,686","2,291","1,266","1,084",330,475,155,"12,695"
Mar-25,March,2025,Female,Health,Mental health issues,"2,752","2,810","1,591",824,866,250,392,64,"9,539"
Mar-25,March,2025,Female,Health,Medical issues,"1,044","1,460",935,398,403,121,163,62,"4,585"
Mar-25,March,2025,Female,Health,Problematic drug or substance use,632,728,319,295,147,55,62,29,"2,266"
Mar-25,March,2025,Female,Health,Problematic alcohol use,226,238,184,189,60,21,29,43,990
Mar-25,March,2025,Female,Other,Other,"4,272","4,740","3,528","1,661",783,403,422,594,"16,388"
Mar-25,March,2025,Female,Other,Transition from custodial arrangements,224,226,79,39,42,15,15,4,644
Mar-25,March,2025,Female,Other,Transition from other care arrangements,139,142,93,62,9,15,16,12,488
Mar-25,March,2025,Female,Other,Itinerant,312,273,237,211,103,14,2,32,"1,184"
Mar-25,March,2025,Female,Other,Unable to return home due to environmental reasons,287,265,272,87,79,28,53,11,"1,082"
Mar-25,March,2025,Female,Other,Lack of family and/or community support,"3,173","3,036","2,302","1,096",383,268,341,308,"10,895"
Mar-25,March,2025,Female,Other,Other (not elsewhere classified),707,"1,391","1,006",439,93,112,80,267,"4,094"
Mar-25,March,2025,Female,Not stated,Not stated,107,117,33,71,0,8,2,29,366
Mar-25,March,2025,Female,Total,Total Clients,"15,133","20,672","12,203","5,382","3,987","1,263","1,115","2,348","61,960"
Mar-25,March,2025,Male,Accommodation,Accommodation,"5,483","6,981","5,534","1,281","2,064",732,511,531,"23,081"
Mar-25,March,2025,Male,Accommodation,Housing crisis (e.g. eviction),"3,610","4,267","3,406",738,"1,656",361,347,127,"14,498"
Mar-25,March,2025,Male,Accommodation,Inadequate or inappropriate dwelling conditions,"2,016","3,814","2,927",754,356,394,262,381,"10,893"
Mar-25,March,2025,Male,Accommodation,Previous accommodation ended,"1,524","2,118","1,612",387,115,296,122,96,"6,267"
Mar-25,March,2025,Male,Financial,Financial,"4,717","6,536","4,963","1,356",832,452,512,492,"19,827"
Mar-25,March,2025,Male,Financial,Financial difficulties,"3,071","4,879","3,532",954,418,281,367,315,"13,803"
Mar-25,March,2025,Male,Financial,Housing affordability stress,"3,235","4,383","3,877",916,291,361,426,190,"13,663"
Mar-25,March,2025,Male,Financial,Employment difficulties,437,682,461,184,101,27,110,97,"2,099"
Mar-25,March,2025,Male,Financial,Unemployment,"1,086","1,557","1,094",433,347,76,157,153,"4,896"
Mar-25,March,2025,Male,Interpersonal,Interpersonal Relationships,"3,593","5,286","2,511","1,165",536,325,356,444,"14,208"
Mar-25,March,2025,Male,Interpersonal,Time out from family/other situation,742,916,590,269,35,101,88,237,"2,978"
Mar-25,March,2025,Male,Interpersonal,Relationship/family breakdown,"1,961","1,917","1,301",477,234,192,232,60,"6,372"
Mar-25,March,2025,Male,Interpersonal,Family and domestic violence,"2,113","3,709","1,372",753,284,101,181,205,"8,713"
Mar-25,March,2025,Male,Interpersonal,Non-family violence,170,242,101,32,26,19,20,10,620
Mar-25,March,2025,Male,Health,Health,"2,312","3,092","1,813",694,731,337,295,117,"9,380"
Mar-25,March,2025,Male,Health,Mental health issues,"1,735","2,181","1,098",365,470,226,209,34,"6,311"
Mar-25,March,2025,Male,Health,Medical issues,758,"1,169",804,248,310,119,112,50,"3,569"
Mar-25,March,2025,Male,Health,Problematic drug or substance use,621,"1,013",308,227,141,74,71,19,"2,471"
Mar-25,March,2025,Male,Health,Problematic alcohol use,304,378,222,163,76,58,51,42,"1,293"
Mar-25,March,2025,Male,Other,Other,"2,900","4,268","2,489",917,596,371,411,347,"12,293"
Mar-25,March,2025,Male,Other,Transition from custodial arrangements,363,"1,028",139,60,142,51,34,32,"1,849"
Mar-25,March,2025,Male,Other,Transition from other care arrangements,88,160,76,33,14,29,22,5,427
Mar-25,March,2025,Male,Other,Itinerant,464,411,230,192,67,18,5,29,"1,416"
Mar-25,March,2025,Male,Other,Unable to return home due to environmental reasons,166,175,162,48,40,22,29,5,647
Mar-25,March,2025,Male,Other,Lack of family and/or community support,"1,793","2,170","1,548",525,273,195,211,184,"6,895"
Mar-25,March,2025,Male,Other,Other (not elsewhere classified),452,"1,007",673,208,31,101,179,108,"2,759"
Mar-25,March,2025,Male,Not stated,Not stated,83,134,33,68,0,15,5,22,359
Mar-25,March,2025,Male,Total,Total Clients,"9,261","13,145","8,230","2,634","2,650","1,077",851,"1,266","39,042"
Mar-25,March,2025,Total,Accommodation,Accommodation,"13,717","16,082","13,062","3,331","4,865","1,586","1,285","1,306","55,129"
Mar-25,March,2025,Total,Accommodation,Housing crisis (e.g. eviction),"9,120","10,068","8,135","1,912","3,879",874,878,392,"35,206"
Mar-25,March,2025,Total,Accommodation,Inadequate or inappropriate dwelling conditions,"5,131","8,336","6,834","1,847",842,821,618,919,"25,322"
Mar-25,March,2025,Total,Accommodation,Previous accommodation ended,"3,724","4,591","3,691","1,008",298,623,300,188,"14,415"
Mar-25,March,2025,Total,Financial,Financial,"11,808","15,813","11,854","3,592","1,951","1,074","1,353","1,202","48,569"
Mar-25,March,2025,Total,Financial,Financial difficulties,"7,792","11,994","8,531","2,596","1,049",667,976,786,"34,352"
Mar-25,March,2025,Total,Financial,Housing affordability stress,"8,092","10,726","9,227","2,331",733,845,"1,127",463,"33,511"
Mar-25,March,2025,Total,Financial,Employment difficulties,959,"1,419",952,379,192,55,233,193,"4,380"
Mar-25,March,2025,Total,Financial,Unemployment,"2,421","3,231","2,383",997,670,153,347,302,"10,494"
Mar-25,March,2025,Total,Interpersonal,Interpersonal Relationships,"12,034","17,664","8,033","4,730","2,135",977,"1,092","1,714","48,299"
Mar-25,March,2025,Total,Interpersonal,Time out from family/other situation,"2,109","2,208","1,550",782,94,241,288,643,"7,909"
Mar-25,March,2025,Total,Interpersonal,Relationship/family breakdown,"5,671","4,979","3,640","1,769",719,532,686,242,"18,220"
Mar-25,March,2025,Total,Interpersonal,Family and domestic violence,"8,472","14,354","5,396","3,716","1,460",485,705,"1,133","35,658"
Mar-25,March,2025,Total,Interpersonal,Non-family violence,473,610,301,127,61,55,52,42,"1,721"
Mar-25,March,2025,Total,Health,Health,"5,733","6,778","4,104","1,960","1,815",667,770,272,"22,075"
Mar-25,March,2025,Total,Health,Mental health issues,"4,487","4,991","2,689","1,189","1,336",476,601,98,"15,850"
Mar-25,March,2025,Total,Health,Medical issues,"1,802","2,629","1,739",646,713,240,275,112,"8,154"
Mar-25,March,2025,Total,Health,Problematic drug or substance use,"1,253","1,741",627,522,288,129,133,48,"4,737"
Mar-25,March,2025,Total,Health,Problematic alcohol use,530,616,406,352,136,79,80,85,"2,283"
Mar-25,March,2025,Total,Other,Other,"7,172","9,008","6,017","2,578","1,379",774,833,941,"28,681"
Mar-25,March,2025,Total,Other,Transition from custodial arrangements,587,"1,254",218,99,184,66,49,36,"2,493"
Mar-25,March,2025,Total,Other,Transition from other care arrangements,227,302,169,95,23,44,38,17,915
Mar-25,March,2025,Total,Other,Itinerant,776,684,467,403,170,32,7,61,"2,600"
Mar-25,March,2025,Total,Other,Unable to return home due to environmental reasons,453,440,434,135,119,50,82,16,"1,729"
Mar-25,March,2025,Total,Other,Lack of family and/or community support,"4,966","5,206","3,850","1,621",656,463,552,492,"17,790"
Mar-25,March,2025,Total,Other,Other (not elsewhere classified),"1,159","2,398","1,679",647,124,213,259,375,"6,853"
Mar-25,March,2025,Total,Not stated,Not stated,190,251,66,139,0,23,7,51,725
Mar-25,March,2025,Total,Total,Total Clients,"24,394","33,817","20,433","8,016","6,637","2,340","1,966","3,614","101,002"
Feb-25,February,2025,Female,Accommodation,Accommodation,"7,913","8,992","7,469","2,073","2,864",865,748,783,"31,642"
Feb-25,February,2025,Female,Accommodation,Housing crisis (e.g. eviction),"5,235","5,666","4,723","1,184","2,298",524,500,278,"20,377"
Feb-25,February,2025,Female,Accommodation,Inadequate or inappropriate dwelling conditions,"3,011","4,492","3,807","1,129",494,451,348,539,"14,262"
Feb-25,February,2025,Female,Accommodation,Previous accommodation ended,"2,167","2,526","2,124",599,171,321,175,81,"8,159"
Feb-25,February,2025,Female,Financial,Financial,"6,911","9,113","6,876","2,260","1,116",626,816,657,"28,336"
Feb-25,February,2025,Female,Financial,Financial difficulties,"4,589","6,988","4,954","1,680",641,369,590,431,"20,223"
Feb-25,February,2025,Female,Financial,Housing affordability stress,"4,661","6,197","5,390","1,444",441,508,663,286,"19,571"
Feb-25,February,2025,Female,Financial,Employment difficulties,499,713,475,213,86,26,131,81,"2,224"
Feb-25,February,2025,Female,Financial,Unemployment,"1,285","1,663","1,250",553,321,77,181,133,"5,461"
Feb-25,February,2025,Female,Interpersonal,Interpersonal Relationships,"8,270","12,110","5,454","3,585","1,566",659,710,"1,220","33,507"
Feb-25,February,2025,Female,Interpersonal,Time out from family/other situation,"1,316","1,270","1,003",549,70,134,182,353,"4,875"
Feb-25,February,2025,Female,Interpersonal,Relationship/family breakdown,"3,625","2,998","2,322","1,255",482,348,440,163,"11,620"
Feb-25,February,2025,Female,Interpersonal,Family and domestic violence,"6,247","10,408","3,960","2,982","1,131",393,517,924,"26,507"
Feb-25,February,2025,Female,Interpersonal,Non-family violence,300,353,209,86,32,40,34,22,"1,076"
Feb-25,February,2025,Female,Health,Health,"3,215","3,607","2,291","1,296","1,091",350,465,169,"12,477"
Feb-25,February,2025,Female,Health,Mental health issues,"2,602","2,762","1,582",819,838,269,380,58,"9,304"
Feb-25,February,2025,Female,Health,Medical issues,985,"1,427",961,428,414,123,174,62,"4,573"
Feb-25,February,2025,Female,Health,Problematic drug or substance use,594,746,317,291,138,54,68,35,"2,243"
Feb-25,February,2025,Female,Health,Problematic alcohol use,219,240,173,191,55,20,40,49,987
Feb-25,February,2025,Female,Other,Other,"4,115","4,747","3,515","1,635",790,407,403,543,"16,142"
Feb-25,February,2025,Female,Other,Transition from custodial arrangements,225,226,94,38,39,14,21,6,663
Feb-25,February,2025,Female,Other,Transition from other care arrangements,125,124,80,82,11,17,16,13,468
Feb-25,February,2025,Female,Other,Itinerant,303,281,241,186,84,17,2,22,"1,136"
Feb-25,February,2025,Female,Other,Unable to return home due to environmental reasons,286,260,262,87,83,25,58,12,"1,073"
Feb-25,February,2025,Female,Other,Lack of family and/or community support,"3,025","3,054","2,306","1,083",422,264,323,273,"10,739"
Feb-25,February,2025,Female,Other,Other (not elsewhere classified),691,"1,377",978,396,98,116,73,259,"3,988"
Feb-25,February,2025,Female,Not stated,Not stated,109,117,32,65,0,9,3,24,359
Feb-25,February,2025,Female,Total,Total Clients,"14,852","20,285","12,078","5,355","4,002","1,289","1,086","2,275","61,079"
Feb-25,February,2025,Male,Accommodation,Accommodation,"5,278","6,955","5,572","1,291","2,078",764,508,520,"22,922"
Feb-25,February,2025,Male,Accommodation,Housing crisis (e.g. eviction),"3,466","4,262","3,471",733,"1,669",377,346,115,"14,420"
Feb-25,February,2025,Male,Accommodation,Inadequate or inappropriate dwelling conditions,"1,928","3,735","2,909",777,363,403,256,382,"10,739"
Feb-25,February,2025,Male,Accommodation,Previous accommodation ended,"1,492","2,129","1,627",361,119,309,124,92,"6,249"
Feb-25,February,2025,Male,Financial,Financial,"4,637","6,581","4,989","1,335",839,476,495,481,"19,795"
Feb-25,February,2025,Male,Financial,Financial difficulties,"3,021","4,916","3,531",941,436,291,348,309,"13,767"
Feb-25,February,2025,Male,Financial,Housing affordability stress,"3,170","4,337","3,900",929,289,387,414,198,"13,611"
Feb-25,February,2025,Male,Financial,Employment difficulties,417,659,419,198,96,29,109,100,"2,027"
Feb-25,February,2025,Male,Financial,Unemployment,"1,049","1,592","1,026",451,340,78,154,157,"4,837"
Feb-25,February,2025,Male,Interpersonal,Interpersonal Relationships,"3,524","5,140","2,514","1,203",534,346,363,443,"14,051"
Feb-25,February,2025,Male,Interpersonal,Time out from family/other situation,724,878,607,307,32,110,100,225,"2,981"
Feb-25,February,2025,Male,Interpersonal,Relationship/family breakdown,"1,916","1,938","1,318",488,246,209,236,64,"6,411"
Feb-25,February,2025,Male,Interpersonal,Family and domestic violence,"2,074","3,548","1,369",764,283,104,184,209,"8,527"
Feb-25,February,2025,Male,Interpersonal,Non-family violence,172,231,107,30,20,21,22,9,612
Feb-25,February,2025,Male,Health,Health,"2,242","3,089","1,697",737,729,341,292,115,"9,237"
Feb-25,February,2025,Male,Health,Mental health issues,"1,708","2,161","1,046",388,471,229,203,35,"6,238"
Feb-25,February,2025,Male,Health,Medical issues,748,"1,222",761,280,297,121,114,51,"3,594"
Feb-25,February,2025,Male,Health,Problematic drug or substance use,581,984,291,227,146,69,74,16,"2,387"
Feb-25,February,2025,Male,Health,Problematic alcohol use,287,375,190,170,81,54,47,37,"1,241"
Feb-25,February,2025,Male,Other,Other,"2,754","4,322","2,436",901,604,388,398,334,"12,131"
Feb-25,February,2025,Male,Other,Transition from custodial arrangements,340,"1,082",139,54,135,53,30,26,"1,859"
Feb-25,February,2025,Male,Other,Transition from other care arrangements,87,150,66,38,7,26,22,5,401
Feb-25,February,2025,Male,Other,Itinerant,424,381,260,187,76,16,6,25,"1,373"
Feb-25,February,2025,Male,Other,Unable to return home due to environmental reasons,155,166,177,42,38,23,31,5,637
Feb-25,February,2025,Male,Other,Lack of family and/or community support,"1,728","2,149","1,521",517,285,199,207,166,"6,770"
Feb-25,February,2025,Male,Other,Other (not elsewhere classified),413,"1,054",626,186,39,109,172,121,"2,720"
Feb-25,February,2025,Male,Not stated,Not stated,74,130,26,51,0,20,5,12,318
Feb-25,February,2025,Male,Total,Total Clients,"8,976","13,010","8,233","2,604","2,655","1,134",841,"1,241","38,606"
Feb-25,February,2025,Total,Accommodation,Accommodation,"13,191","15,947","13,041","3,364","4,942","1,629","1,256","1,303","54,564"
Feb-25,February,2025,Total,Accommodation,Housing crisis (e.g. eviction),"8,701","9,928","8,194","1,917","3,967",901,846,393,"34,797"
Feb-25,February,2025,Total,Accommodation,Inadequate or inappropriate dwelling conditions,"4,939","8,227","6,716","1,906",857,854,604,921,"25,001"
Feb-25,February,2025,Total,Accommodation,Previous accommodation ended,"3,659","4,655","3,751",960,290,630,299,173,"14,408"
Feb-25,February,2025,Total,Financial,Financial,"11,548","15,694","11,865","3,595","1,955","1,102","1,311","1,138","48,131"
Feb-25,February,2025,Total,Financial,Financial difficulties,"7,610","11,904","8,485","2,621","1,077",660,938,740,"33,990"
Feb-25,February,2025,Total,Financial,Housing affordability stress,"7,831","10,534","9,290","2,373",730,895,"1,077",484,"33,182"
Feb-25,February,2025,Total,Financial,Employment difficulties,916,"1,372",894,411,182,55,240,181,"4,251"
Feb-25,February,2025,Total,Financial,Unemployment,"2,334","3,255","2,276","1,004",661,155,335,290,"10,298"
Feb-25,February,2025,Total,Interpersonal,Interpersonal Relationships,"11,794","17,250","7,968","4,788","2,100","1,005","1,073","1,663","47,558"
Feb-25,February,2025,Total,Interpersonal,Time out from family/other situation,"2,040","2,148","1,610",856,102,244,282,578,"7,856"
Feb-25,February,2025,Total,Interpersonal,Relationship/family breakdown,"5,541","4,936","3,640","1,743",728,557,676,227,"18,031"
Feb-25,February,2025,Total,Interpersonal,Family and domestic violence,"8,321","13,956","5,329","3,746","1,414",497,701,"1,133","35,034"
Feb-25,February,2025,Total,Interpersonal,Non-family violence,472,584,316,116,52,61,56,31,"1,688"
Feb-25,February,2025,Total,Health,Health,"5,457","6,696","3,988","2,033","1,820",691,757,284,"21,714"
Feb-25,February,2025,Total,Health,Mental health issues,"4,310","4,923","2,628","1,207","1,309",498,583,93,"15,542"
Feb-25,February,2025,Total,Health,Medical issues,"1,733","2,649","1,722",708,711,244,288,113,"8,167"
Feb-25,February,2025,Total,Health,Problematic drug or substance use,"1,175","1,730",608,518,284,123,142,51,"4,630"
Feb-25,February,2025,Total,Health,Problematic alcohol use,506,615,363,361,136,74,87,86,"2,228"
Feb-25,February,2025,Total,Other,Other,"6,869","9,069","5,951","2,536","1,394",795,801,877,"28,273"
Feb-25,February,2025,Total,Other,Transition from custodial arrangements,565,"1,308",233,92,174,67,51,32,"2,522"
Feb-25,February,2025,Total,Other,Transition from other care arrangements,212,274,146,120,18,43,38,18,869
Feb-25,February,2025,Total,Other,Itinerant,727,662,501,373,160,33,8,47,"2,509"
Feb-25,February,2025,Total,Other,Unable to return home due to environmental reasons,441,426,439,129,121,48,89,17,"1,710"
Feb-25,February,2025,Total,Other,Lack of family and/or community support,"4,753","5,203","3,827","1,600",707,463,530,439,"17,509"
Feb-25,February,2025,Total,Other,Other (not elsewhere classified),"1,104","2,431","1,604",582,137,225,245,380,"6,708"
Feb-25,February,2025,Total,Not stated,Not stated,183,247,58,116,0,29,8,36,677
Feb-25,February,2025,Total,Total,Total Clients,"23,828","33,295","20,311","7,959","6,657","2,423","1,927","3,516","99,685"
Jan-25,January,2025,Female,Accommodation,Accommodation,"7,591","8,837","7,379","1,995","2,761",907,707,819,"30,939"
Jan-25,January,2025,Female,Accommodation,Housing crisis (e.g. eviction),"5,031","5,562","4,618","1,169","2,204",544,473,272,"19,844"
